dataset,id,period,region,channel,device,segment,age,tenure_months,income,balance,visits_7d,visits_30d,dwell_seconds,discount_rate,basket_value,support_tickets,loan_amount,utilization,delinquencies,bureau_score,employment_years,inquiry_count,macro_index,merchant_risk,behavior_score,missingness_flag,decoy_score,target
conversion,conversion_00241,P2,island,affiliate,desktop,new,36.0,10.0,3296.59,3728.75,15.0,21.0,92.17,0.116,145.69,2.0,,,,,,,,0.3592,0.48576,0,0.60972,1
conversion,conversion_00435,P1,suburban,search,tablet,new,51.0,12.0,7283.51,7872.8,7.0,11.0,175.92,0.0458,114.88,2.0,,,,,,,,0.1237,0.60921,0,0.69531,1
conversion,conversion_00261,P2,island,social,desktop,standard,41.0,7.0,,1714.68,3.0,39.0,55.04,0.0617,58.93,1.0,,,,,,,,0.0569,0.47433,0,0.49571,0
conversion,conversion_00873,P3,island,social,desktop,value,43.0,5.0,2636.38,3777.63,2.0,17.0,43.65,0.0736,35.16,1.0,,,,,,,,0.1327,0.45729,0,0.32035,0
conversion,conversion_00418,P3,metro,direct,desktop,new,58.0,1.0,4517.79,,8.0,46.0,93.91,0.2183,72.03,1.0,,,,,,,,0.3309,0.81997,0,0.67239,0
conversion,conversion_00284,P1,island,social,desktop,new,56.0,23.0,5982.34,4906.33,13.0,23.0,227.59,0.1049,62.73,3.0,,,,,,,,0.2572,0.71987,0,0.43041,0
conversion,conversion_00648,P2,regional,search,ios,new,32.0,6.0,2480.08,3975.53,13.0,20.0,55.33,0.2585,196.28,1.0,,,,,,,,0.2292,0.80084,0,0.67253,1
conversion,conversion_00849,P2,regional,email,android,new,52.0,5.0,6714.21,10947.61,8.0,40.0,74.89,0.2866,44.41,0.0,,,,,,,,0.1818,0.47035,0,0.51661,1
conversion,conversion_00177,P1,regional,affiliate,desktop,premium,59.0,17.0,,8495.9,6.0,18.0,34.79,0.2727,159.41,1.0,,,,,,,,0.2401,0.75561,0,0.68935,1
conversion,conversion_00462,P1,regional,email,ios,standard,,0.0,4330.37,,15.0,54.0,358.82,0.2377,136.04,1.0,,,,,,,,0.2195,0.96899,0,1.0,1
conversion,conversion_00357,P3,suburban,email,ios,new,36.0,34.0,,,2.0,15.0,827.48,0.587,65.2,2.0,,,,,,,,0.4887,0.31637,0,0.46712,1
conversion,conversion_00021,P2,island,direct,desktop,value,54.0,,5389.23,6083.34,5.0,30.0,50.8,0.1814,96.07,0.0,,,,,,,,0.2847,0.74296,0,0.4804,1
conversion,conversion_00607,P2,island,direct,tablet,premium,32.0,20.0,4617.23,1941.46,13.0,58.0,126.98,0.65,64.65,3.0,,,,,,,,0.4657,0.61961,0,0.80216,1
conversion,conversion_00733,P1,island,email,tablet,premium,38.0,8.0,4212.78,5541.57,16.0,40.0,196.81,0.4497,110.44,2.0,,,,,,,,0.2975,0.88387,0,1.0,0
conversion,conversion_00126,P1,suburban,social,android,standard,43.0,25.0,3893.67,2931.48,10.0,54.0,383.03,0.3605,31.9,3.0,,,,,,,,0.2617,0.48067,0,0.98474,1
conversion,conversion_00741,P2,metro,email,ios,value,20.0,33.0,5372.31,8943.46,12.0,26.0,,0.1892,66.63,0.0,,,,,,,,0.2929,0.96858,0,1.0,1
conversion,conversion_00056,P3,suburban,social,desktop,value,46.0,9.0,1847.39,2627.62,3.0,36.0,62.81,0.2758,50.81,0.0,,,,,,,,0.3339,0.6273,0,0.74952,0
conversion,conversion_00432,P3,island,email,desktop,value,,9.0,5514.6,7251.3,6.0,36.0,55.62,0.1697,41.86,1.0,,,,,,,,0.3218,0.77867,0,0.36055,0
conversion,conversion_00578,P2,suburban,search,android,value,54.0,,1687.42,1205.15,0.0,14.0,32.96,0.1128,73.36,0.0,,,,,,,,0.8027,0.17578,0,0.46534,0
conversion,conversion_00328,P2,metro,social,android,premium,28.0,9.0,3885.78,3388.13,16.0,37.0,56.11,0.0161,51.56,0.0,,,,,,,,0.0637,0.78895,1,1.0,1
conversion,conversion_00076,P3,suburban,email,ios,premium,42.0,,5514.16,2470.56,9.0,17.0,24.12,0.1573,11.94,0.0,,,,,,,,0.0548,0.68573,0,0.85595,1
conversion,conversion_00414,P1,metro,direct,desktop,value,44.0,15.0,4203.52,3251.9,7.0,40.0,179.99,0.1929,109.23,0.0,,,,,,,,0.3947,0.70501,0,0.87789,1
conversion,conversion_00099,P2,metro,social,desktop,premium,28.0,48.0,,5722.6,14.0,41.0,77.06,0.0323,19.68,2.0,,,,,,,,0.4226,0.8954,0,0.94075,1
conversion,conversion_00491,P3,suburban,email,desktop,standard,57.0,9.0,3153.11,3362.12,16.0,60.0,128.26,0.1221,76.19,0.0,,,,,,,,0.3125,0.85781,0,1.0,1
conversion,conversion_00484,P2,island,search,desktop,standard,44.0,23.0,,,12.0,48.0,225.53,0.1137,124.87,1.0,,,,,,,,0.3306,0.68461,0,0.83843,1
conversion,conversion_00566,P2,regional,social,desktop,new,18.0,4.0,4060.49,6137.03,12.0,12.0,94.38,0.3203,86.98,1.0,,,,,,,,0.8372,0.5299,0,0.58962,0
conversion,conversion_00809,P3,metro,email,android,standard,33.0,35.0,6794.18,7499.19,7.0,8.0,137.76,0.1884,123.86,1.0,,,,,,,,0.1073,0.57737,1,0.47807,1
conversion,conversion_00061,P3,metro,direct,desktop,value,32.0,16.0,3925.53,6533.27,5.0,12.0,30.51,0.3239,73.87,0.0,,,,,,,,0.3809,0.86401,0,0.78906,1
conversion,conversion_00455,P1,island,direct,android,premium,38.0,13.0,3431.85,4957.39,12.0,33.0,140.19,0.0169,94.29,2.0,,,,,,,,0.4967,0.77541,0,0.95585,1
conversion,conversion_00797,P2,suburban,email,ios,premium,40.0,5.0,,3531.17,4.0,10.0,90.05,0.1177,91.56,1.0,,,,,,,,0.1257,0.67795,0,0.75197,0
conversion,conversion_00004,P2,metro,affiliate,ios,new,29.0,5.0,2659.37,3028.77,16.0,17.0,224.99,0.1186,75.64,0.0,,,,,,,,0.4376,0.78595,0,0.82891,1
conversion,conversion_00895,P1,metro,email,ios,standard,45.0,4.0,,,14.0,18.0,212.71,0.1935,54.74,0.0,,,,,,,,0.4973,0.64988,0,0.90339,0
conversion,conversion_00319,P2,metro,affiliate,desktop,premium,34.0,43.0,3201.0,3419.33,15.0,23.0,147.48,0.1302,62.13,0.0,,,,,,,,0.1835,1.0,0,1.0,0
conversion,conversion_00860,P2,metro,affiliate,tablet,standard,37.0,1.0,5118.96,,0.0,46.0,129.35,0.4094,38.89,0.0,,,,,,,,0.4347,0.57269,0,0.20015,1
conversion,conversion_00551,P3,island,search,ios,premium,46.0,4.0,,5182.46,2.0,31.0,53.73,0.4943,43.33,1.0,,,,,,,,0.2172,0.57808,0,0.83112,1
conversion,conversion_00370,P3,island,direct,android,premium,18.0,23.0,5675.18,3479.38,5.0,34.0,60.52,0.4392,80.75,1.0,,,,,,,,0.3379,0.75404,0,0.58155,0
conversion,conversion_00350,P3,regional,social,tablet,value,45.0,15.0,2852.87,2539.35,7.0,25.0,38.62,0.0415,73.47,1.0,,,,,,,,0.5173,0.52065,0,0.19858,1
conversion,conversion_00406,P2,suburban,email,android,premium,31.0,41.0,3047.26,5119.48,3.0,7.0,182.96,0.3209,39.26,1.0,,,,,,,,0.2007,0.51485,0,0.31817,0
conversion,conversion_00268,P2,metro,social,ios,value,50.0,0.0,4495.57,5969.36,15.0,43.0,36.5,0.2354,37.34,1.0,,,,,,,,0.0235,0.79199,0,0.8118,1
conversion,conversion_00506,P3,island,search,tablet,standard,48.0,8.0,3110.44,1473.34,15.0,25.0,82.47,0.2875,19.65,0.0,,,,,,,,0.4534,0.42717,0,0.80144,1
conversion,conversion_00560,P3,island,affiliate,desktop,standard,55.0,1.0,,2309.72,16.0,31.0,163.37,0.1746,53.67,3.0,,,,,,,,0.2768,0.51431,0,0.84526,1
conversion,conversion_00103,P1,suburban,email,tablet,value,51.0,13.0,2803.39,1670.02,11.0,31.0,128.81,0.4173,76.22,1.0,,,,,,,,0.415,0.78943,0,1.0,1
conversion,conversion_00454,P3,island,direct,android,new,42.0,28.0,2778.53,2765.23,12.0,53.0,72.91,0.4974,24.26,0.0,,,,,,,,0.2044,0.69826,1,0.49575,1
conversion,conversion_00544,P1,island,affiliate,desktop,value,46.0,16.0,3476.62,3537.51,9.0,23.0,234.25,0.2727,86.53,3.0,,,,,,,,0.4844,0.47085,0,0.72591,0
conversion,conversion_00048,P2,metro,social,tablet,standard,25.0,39.0,4927.68,3559.62,3.0,49.0,84.61,0.2978,72.51,0.0,,,,,,,,0.5023,0.82171,0,0.65413,0
conversion,conversion_00827,P2,regional,affiliate,ios,value,27.0,13.0,3788.03,6059.27,8.0,18.0,278.78,0.4989,41.97,1.0,,,,,,,,0.1872,0.72906,0,0.79647,1
conversion,conversion_00266,P1,regional,email,ios,new,22.0,8.0,3138.62,2553.54,2.0,48.0,135.35,0.4787,34.6,1.0,,,,,,,,0.1875,0.56272,0,0.69209,0
conversion,conversion_00565,P2,island,email,android,premium,44.0,0.0,6203.1,3196.96,15.0,49.0,23.23,0.1941,90.79,1.0,,,,,,,,0.5508,0.66641,1,0.68947,1
conversion,conversion_00081,P3,island,affiliate,desktop,standard,34.0,1.0,5297.24,2954.0,13.0,46.0,87.34,0.1023,23.7,2.0,,,,,,,,0.3584,0.44802,0,0.69557,1
conversion,conversion_00888,P3,island,affiliate,ios,standard,18.0,24.0,4710.26,2737.39,3.0,19.0,24.18,0.3053,53.87,1.0,,,,,,,,0.4043,0.50527,0,0.51256,0
conversion,conversion_00421,P3,metro,affiliate,tablet,premium,29.0,17.0,5687.93,6121.65,10.0,10.0,,0.1629,105.07,0.0,,,,,,,,0.4146,0.62996,0,0.79664,1
conversion,conversion_00558,P1,suburban,email,tablet,value,21.0,42.0,6475.94,,9.0,12.0,192.2,0.3634,26.31,1.0,,,,,,,,0.3001,0.6782,0,0.64538,0
conversion,conversion_00535,P1,regional,email,ios,premium,32.0,1.0,5849.49,2940.68,5.0,33.0,108.33,0.4231,14.11,2.0,,,,,,,,0.5672,0.24813,0,0.72507,1
conversion,conversion_00594,P1,metro,social,android,value,67.0,8.0,5032.17,2644.85,13.0,57.0,25.0,0.2757,29.74,0.0,,,,,,,,0.3456,0.82948,0,0.64081,1
conversion,conversion_00352,P3,island,search,desktop,standard,18.0,64.0,7207.24,9263.54,8.0,22.0,50.7,0.152,50.77,0.0,,,,,,,,0.3449,0.64576,0,0.48261,1
conversion,conversion_00576,P1,island,social,desktop,standard,31.0,46.0,5117.07,6095.22,15.0,48.0,36.31,0.3121,47.98,0.0,,,,,,,,0.1225,0.82979,0,0.80601,1
conversion,conversion_00431,P1,regional,direct,desktop,value,46.0,50.0,,10189.27,3.0,15.0,307.45,0.1541,46.32,0.0,,,,,,,,0.6657,0.71071,0,0.61036,0
conversion,conversion_00416,P1,suburban,email,desktop,standard,27.0,18.0,3653.86,3734.51,1.0,27.0,105.9,0.2406,15.88,1.0,,,,,,,,0.378,0.56852,0,0.59137,0
conversion,conversion_00275,P3,regional,email,android,premium,40.0,,3919.89,6639.88,15.0,34.0,148.42,0.2635,23.3,3.0,,,,,,,,0.3703,0.85918,0,0.74948,1
conversion,conversion_00854,P1,metro,affiliate,desktop,value,33.0,16.0,1598.05,1044.51,7.0,32.0,58.15,0.1124,127.18,1.0,,,,,,,,0.2112,0.901,0,0.64734,1
conversion,conversion_00890,P1,metro,search,tablet,premium,49.0,32.0,5995.47,2599.1,8.0,38.0,375.17,0.127,43.15,2.0,,,,,,,,0.5978,0.78333,0,0.79871,1
conversion,conversion_00581,P1,island,social,tablet,new,27.0,2.0,6213.7,8222.12,9.0,46.0,41.33,0.0767,36.45,0.0,,,,,,,,0.2141,0.11534,0,0.5082,0
conversion,conversion_00582,P2,metro,affiliate,tablet,premium,59.0,6.0,2961.91,3273.78,11.0,56.0,241.55,0.2009,155.67,3.0,,,,,,,,0.3931,0.98546,0,1.0,1
conversion,conversion_00281,P2,metro,search,desktop,value,31.0,84.0,4311.34,5448.03,2.0,29.0,,0.2218,48.14,0.0,,,,,,,,0.6095,0.74636,0,0.7053,0
conversion,conversion_00269,P1,regional,social,desktop,value,35.0,8.0,5186.49,8594.04,5.0,48.0,95.54,0.0584,82.55,0.0,,,,,,,,0.5252,0.42441,0,0.43839,1
conversion,conversion_00703,P1,metro,affiliate,ios,value,42.0,10.0,6105.74,,2.0,37.0,79.22,0.3306,104.31,1.0,,,,,,,,0.5014,0.66525,0,0.73609,1
conversion,conversion_00149,P1,metro,social,desktop,value,46.0,2.0,4697.92,2624.51,8.0,20.0,101.86,0.2906,15.13,0.0,,,,,,,,0.4452,0.55618,0,0.65509,1
conversion,conversion_00026,P3,island,search,desktop,new,45.0,3.0,2777.15,,9.0,53.0,94.0,0.1265,36.78,0.0,,,,,,,,0.4925,0.58899,0,0.55818,1
conversion,conversion_00390,P3,island,affiliate,ios,new,26.0,8.0,,10484.59,3.0,32.0,33.6,0.2044,23.26,3.0,,,,,,,,0.1621,0.27037,0,0.31675,1
conversion,conversion_00815,P1,metro,email,desktop,value,61.0,,6180.98,7422.47,4.0,4.0,296.6,0.1528,107.46,0.0,,,,,,,,0.3486,0.51578,0,0.7837,0
conversion,conversion_00534,P2,island,search,android,standard,42.0,7.0,3624.62,2425.14,7.0,28.0,49.86,0.4276,36.04,0.0,,,,,,,,0.5546,0.57429,1,0.55193,0
conversion,conversion_00804,P1,island,affiliate,android,premium,42.0,11.0,6071.56,8625.65,12.0,25.0,64.45,0.1918,28.36,0.0,,,,,,,,0.2638,1.0,0,0.57322,1
conversion,conversion_00707,P3,regional,email,ios,value,36.0,19.0,3381.51,5666.81,12.0,55.0,207.27,0.3058,53.35,3.0,,,,,,,,0.2239,0.93511,0,0.87249,1
conversion,conversion_00528,P2,regional,direct,android,premium,46.0,13.0,5022.75,8416.04,14.0,26.0,77.98,0.1508,183.33,0.0,,,,,,,,0.1711,1.0,0,0.76132,1
conversion,conversion_00471,P3,regional,social,android,new,38.0,,4566.18,5415.8,0.0,26.0,52.12,0.2554,54.73,3.0,,,,,,,,0.2582,0.33874,1,0.25742,0
conversion,conversion_00276,P2,suburban,email,ios,value,45.0,21.0,6943.56,10466.97,12.0,18.0,,0.2408,259.95,3.0,,,,,,,,0.2415,0.70954,0,0.7854,0
conversion,conversion_00427,P1,island,affiliate,android,value,48.0,6.0,3099.0,4821.36,5.0,14.0,172.98,0.0891,41.05,0.0,,,,,,,,0.4924,0.61794,1,0.55094,0
conversion,conversion_00132,P1,island,social,tablet,new,49.0,38.0,5691.27,6924.14,8.0,52.0,58.13,0.3119,20.99,0.0,,,,,,,,0.4994,0.51742,0,0.45293,1
conversion,conversion_00599,P3,island,email,tablet,value,44.0,15.0,3565.91,2493.71,1.0,19.0,89.86,0.1228,39.28,3.0,,,,,,,,0.2048,0.15366,0,0.13472,0
conversion,conversion_00574,P3,regional,affiliate,tablet,standard,46.0,0.0,4450.65,,0.0,21.0,64.91,0.0689,48.79,1.0,,,,,,,,0.1718,0.27236,0,0.09481,1
conversion,conversion_00478,P2,suburban,search,android,new,26.0,3.0,4275.48,5726.35,0.0,4.0,,0.2828,19.66,3.0,,,,,,,,0.3975,0.23311,0,0.18317,0
conversion,conversion_00720,P1,island,social,ios,new,40.0,10.0,4562.15,,7.0,14.0,80.46,0.0551,60.3,1.0,,,,,,,,0.3582,0.39425,0,0.07237,1
conversion,conversion_00850,P2,regional,direct,tablet,new,63.0,1.0,4801.47,3386.78,2.0,5.0,306.34,0.1574,43.91,0.0,,,,,,,,0.1132,0.50613,0,0.44664,1
conversion,conversion_00254,P1,regional,email,android,value,32.0,13.0,3998.04,3522.1,7.0,36.0,234.06,0.1899,62.84,0.0,,,,,,,,0.4562,0.63078,0,0.61197,1
conversion,conversion_00625,P2,metro,affiliate,tablet,new,36.0,11.0,,5471.1,5.0,5.0,253.19,0.3695,20.22,1.0,,,,,,,,0.2124,0.97924,0,0.82349,0
conversion,conversion_00084,P3,suburban,affiliate,ios,new,43.0,4.0,4274.2,1871.06,13.0,58.0,19.29,0.1669,37.51,3.0,,,,,,,,0.3706,0.67201,0,0.33084,1
conversion,conversion_00473,P1,suburban,social,desktop,premium,30.0,12.0,5149.36,7678.76,12.0,16.0,104.47,0.1785,57.84,2.0,,,,,,,,0.4797,0.68437,0,0.93573,1
conversion,conversion_00694,P3,regional,direct,android,standard,40.0,11.0,3625.78,1739.18,1.0,7.0,85.37,0.0501,72.4,0.0,,,,,,,,0.1106,0.45348,1,0.67075,0
conversion,conversion_00127,P3,metro,social,ios,standard,40.0,11.0,5493.83,2719.47,0.0,21.0,25.54,0.0114,18.53,0.0,,,,,,,,0.2359,0.29274,0,0.62,0
conversion,conversion_00085,P1,suburban,affiliate,tablet,new,51.0,18.0,6722.34,9505.26,11.0,20.0,87.42,0.1542,26.27,2.0,,,,,,,,0.252,0.32141,0,0.30947,1
conversion,conversion_00320,P3,metro,search,ios,standard,39.0,24.0,3480.58,3140.15,6.0,7.0,56.2,0.0816,61.4,2.0,,,,,,,,0.2028,0.37914,0,0.8953,1
conversion,conversion_00650,P3,regional,social,ios,standard,18.0,8.0,3297.8,3548.76,6.0,14.0,109.25,0.2959,63.96,1.0,,,,,,,,0.2512,0.74797,0,0.42738,1
conversion,conversion_00262,P1,metro,affiliate,desktop,standard,37.0,11.0,2884.14,4650.0,12.0,17.0,136.07,0.0768,21.54,0.0,,,,,,,,0.1686,0.85705,0,0.75243,0
conversion,conversion_00682,P1,metro,direct,tablet,new,45.0,7.0,4787.96,4424.31,3.0,36.0,388.28,0.5511,27.25,1.0,,,,,,,,0.264,0.7883,0,0.93089,0
conversion,conversion_00864,P3,regional,email,tablet,standard,33.0,2.0,5186.33,6825.57,6.0,10.0,406.73,0.1805,64.82,0.0,,,,,,,,0.3297,0.51702,0,0.81893,0
conversion,conversion_00356,P2,metro,search,ios,standard,33.0,6.0,2848.07,4234.78,4.0,24.0,56.3,0.2454,56.64,0.0,,,,,,,,0.1907,0.63669,0,0.80105,1
conversion,conversion_00856,P1,regional,social,desktop,premium,31.0,32.0,,1132.66,4.0,50.0,55.25,0.0065,30.53,3.0,,,,,,,,0.4028,0.39293,0,0.32123,1
conversion,conversion_00000,P1,regional,email,tablet,new,41.0,20.0,3773.43,2458.73,12.0,28.0,,0.2444,22.12,1.0,,,,,,,,0.3758,1.0,0,0.56427,1
conversion,conversion_00500,P1,island,search,android,standard,53.0,33.0,,5447.35,15.0,17.0,103.72,0.1116,38.01,1.0,,,,,,,,0.1398,0.56472,1,0.50826,1
conversion,conversion_00094,P2,regional,social,tablet,value,33.0,39.0,2901.5,4862.78,1.0,27.0,79.57,0.1603,43.03,0.0,,,,,,,,0.0436,0.59529,0,0.21429,0
conversion,conversion_00146,P3,island,direct,ios,standard,44.0,26.0,5535.06,,9.0,42.0,186.12,0.0098,165.54,0.0,,,,,,,,0.2883,0.81471,0,0.93326,0
conversion,conversion_00236,P2,suburban,search,ios,new,35.0,6.0,5533.57,2767.93,1.0,4.0,28.69,0.3746,53.81,1.0,,,,,,,,0.5043,0.36654,0,0.4452,0
conversion,conversion_00334,P3,suburban,search,desktop,new,43.0,2.0,7113.27,6514.99,13.0,44.0,329.8,0.4198,122.54,2.0,,,,,,,,0.4011,0.93521,0,1.0,1
conversion,conversion_00283,P2,metro,affiliate,android,new,,13.0,2687.28,3139.07,0.0,7.0,48.64,0.1458,19.29,0.0,,,,,,,,0.2558,0.41803,1,0.41057,0
conversion,conversion_00812,P3,regional,email,android,new,,40.0,,1483.63,7.0,15.0,122.39,0.3842,27.61,1.0,,,,,,,,0.2363,0.71349,1,0.75697,1
conversion,conversion_00410,P1,metro,affiliate,desktop,standard,33.0,20.0,1607.76,2507.94,4.0,25.0,,0.1885,125.06,2.0,,,,,,,,0.0907,0.39506,0,0.36974,0
conversion,conversion_00109,P3,island,direct,ios,new,35.0,5.0,3908.7,,3.0,32.0,23.16,0.3007,47.79,2.0,,,,,,,,0.116,0.77357,0,0.75817,0
conversion,conversion_00898,P2,island,social,android,standard,37.0,34.0,6267.96,4739.3,16.0,48.0,80.15,0.162,34.49,3.0,,,,,,,,0.1967,0.67494,1,0.49391,0
conversion,conversion_00531,P1,regional,direct,android,value,41.0,17.0,3248.57,,5.0,9.0,544.8,0.3584,29.49,0.0,,,,,,,,0.3241,0.823,0,0.64042,1
conversion,conversion_00098,P2,metro,social,android,value,44.0,5.0,3764.14,4794.75,5.0,6.0,89.75,0.084,88.43,0.0,,,,,,,,0.3091,0.63108,1,0.54697,0
conversion,conversion_00287,P3,island,social,android,premium,33.0,21.0,5599.53,5138.04,11.0,24.0,20.62,0.1023,32.09,3.0,,,,,,,,0.1431,0.47363,0,0.47455,1
conversion,conversion_00248,P3,regional,email,ios,value,32.0,61.0,4819.37,5884.6,13.0,49.0,138.6,0.2818,22.77,1.0,,,,,,,,0.1839,0.89092,0,0.8058,1
conversion,conversion_00459,P3,metro,email,android,new,31.0,0.0,5271.93,2700.29,16.0,26.0,274.26,0.4695,31.98,0.0,,,,,,,,0.0497,0.99507,0,0.7074,0
conversion,conversion_00046,P3,island,search,tablet,standard,21.0,40.0,6568.58,9676.83,5.0,46.0,239.24,0.0276,34.91,1.0,,,,,,,,0.085,0.92868,0,0.67339,1
conversion,conversion_00037,P2,island,direct,tablet,standard,36.0,4.0,1500.07,1691.59,15.0,23.0,48.14,0.0644,37.28,1.0,,,,,,,,0.6303,0.77069,0,0.66213,0
conversion,conversion_00739,P3,metro,direct,tablet,standard,25.0,24.0,2454.66,2226.69,6.0,28.0,,0.0763,40.47,0.0,,,,,,,,0.3731,0.69401,0,0.71701,0
conversion,conversion_00527,P2,suburban,social,ios,standard,43.0,56.0,3880.86,3536.26,8.0,27.0,28.99,0.2401,129.56,0.0,,,,,,,,0.1644,0.45605,0,0.75994,1
conversion,conversion_00546,P2,metro,search,ios,new,18.0,12.0,1200.0,1910.67,4.0,48.0,95.0,0.0513,168.22,3.0,,,,,,,,0.2194,0.79134,0,0.35106,0
conversion,conversion_00603,P2,suburban,email,desktop,value,60.0,35.0,4514.93,7199.13,9.0,18.0,142.32,0.3439,15.65,3.0,,,,,,,,0.3364,0.61783,0,0.97743,1
conversion,conversion_00194,P3,suburban,social,ios,premium,25.0,,,3271.44,13.0,45.0,97.64,0.1052,50.36,3.0,,,,,,,,0.198,0.71204,0,0.20529,0
conversion,conversion_00844,P3,regional,social,ios,premium,29.0,16.0,4993.28,5248.04,11.0,33.0,288.86,0.0763,86.69,0.0,,,,,,,,0.2621,0.83783,0,0.93248,1
conversion,conversion_00147,P3,suburban,direct,ios,new,49.0,6.0,5279.45,7466.79,10.0,35.0,100.22,0.0677,71.87,1.0,,,,,,,,0.3615,0.81185,0,0.70122,0
conversion,conversion_00802,P2,island,direct,android,premium,28.0,7.0,2116.86,1257.92,1.0,20.0,72.08,0.3043,68.55,1.0,,,,,,,,0.8143,0.49294,1,0.64815,0
conversion,conversion_00610,P2,regional,direct,desktop,value,33.0,7.0,3604.76,2270.61,1.0,25.0,184.86,0.0611,29.6,2.0,,,,,,,,0.2939,0.22895,0,0.48636,1
conversion,conversion_00868,P3,suburban,email,ios,value,18.0,56.0,3667.17,1936.26,6.0,43.0,178.26,0.3364,21.09,2.0,,,,,,,,0.7254,0.69359,0,0.80394,0
conversion,conversion_00486,P1,suburban,email,tablet,standard,36.0,10.0,5167.06,7411.67,10.0,51.0,182.08,0.4204,68.59,3.0,,,,,,,,0.3776,0.87163,0,0.73545,1
conversion,conversion_00366,P1,suburban,affiliate,android,value,,36.0,,6388.48,16.0,34.0,97.72,0.3976,69.06,2.0,,,,,,,,0.2549,0.8596,1,1.0,1
conversion,conversion_00685,P3,metro,email,android,new,33.0,74.0,3644.91,1711.94,0.0,27.0,102.82,0.4101,56.22,3.0,,,,,,,,0.2028,0.59683,1,0.38007,1
conversion,conversion_00225,P3,suburban,email,tablet,value,26.0,12.0,2819.4,2937.0,13.0,36.0,137.88,0.1253,82.8,2.0,,,,,,,,0.2979,0.7919,0,0.87539,1
conversion,conversion_00899,P1,suburban,direct,desktop,new,36.0,10.0,3743.92,6013.88,15.0,39.0,,0.1207,66.44,0.0,,,,,,,,0.4761,0.73114,0,0.9363,1
conversion,conversion_00365,P3,regional,search,ios,value,37.0,6.0,,6226.29,10.0,43.0,399.01,0.2888,37.25,0.0,,,,,,,,0.1376,0.91747,0,1.0,1
conversion,conversion_00748,P1,metro,direct,desktop,new,25.0,20.0,5217.32,2891.66,3.0,45.0,121.87,0.4195,64.33,3.0,,,,,,,,0.2666,0.67658,0,0.98081,1
conversion,conversion_00245,P1,suburban,affiliate,desktop,standard,54.0,0.0,3253.92,,14.0,25.0,72.05,0.1118,22.72,2.0,,,,,,,,0.5846,0.58128,0,0.86056,1
conversion,conversion_00170,P2,regional,email,android,standard,48.0,42.0,6874.17,4405.91,11.0,34.0,36.94,0.3273,80.13,1.0,,,,,,,,0.5961,0.84105,0,0.66297,0
conversion,conversion_00096,P3,metro,direct,tablet,standard,35.0,,2483.5,1411.1,12.0,51.0,1026.46,0.2076,53.82,1.0,,,,,,,,0.2756,0.91675,0,0.78068,1
conversion,conversion_00692,P1,island,email,tablet,value,46.0,4.0,3075.62,,0.0,12.0,108.86,0.1914,92.55,2.0,,,,,,,,0.3483,0.27133,0,0.29804,0
conversion,conversion_00322,P1,suburban,search,tablet,value,22.0,29.0,4173.08,4411.88,9.0,42.0,236.95,0.048,73.65,1.0,,,,,,,,0.3751,0.85534,0,1.0,1
conversion,conversion_00086,P3,regional,email,android,premium,47.0,1.0,5150.87,3752.03,7.0,49.0,39.16,0.175,71.5,3.0,,,,,,,,0.0492,0.68823,0,0.56557,1
conversion,conversion_00044,P1,island,social,android,new,45.0,7.0,5619.29,6132.89,7.0,47.0,96.53,0.1787,26.5,3.0,,,,,,,,0.2313,0.41878,1,0.26884,0
conversion,conversion_00866,P3,island,social,tablet,value,40.0,0.0,6053.58,9336.39,8.0,9.0,135.4,0.2054,68.55,0.0,,,,,,,,0.1757,0.39458,0,0.97436,1
conversion,conversion_00472,P3,suburban,affiliate,tablet,standard,20.0,3.0,6158.06,5440.16,6.0,32.0,22.05,0.0782,43.78,1.0,,,,,,,,0.3891,0.4023,0,0.49081,0
conversion,conversion_00326,P1,island,search,desktop,new,20.0,2.0,2464.39,3884.77,11.0,27.0,,0.5422,31.47,0.0,,,,,,,,0.3141,0.86453,0,0.83283,1
conversion,conversion_00219,P2,metro,search,android,standard,42.0,22.0,2721.61,2836.82,12.0,58.0,178.26,0.3871,29.45,0.0,,,,,,,,0.1928,1.0,1,1.0,1
conversion,conversion_00255,P3,metro,email,android,new,40.0,20.0,6439.38,10637.3,9.0,25.0,213.63,0.2294,25.64,0.0,,,,,,,,0.3784,0.82638,1,0.64668,1
conversion,conversion_00351,P1,regional,affiliate,ios,premium,59.0,5.0,2426.82,1238.32,9.0,19.0,161.15,0.1174,63.39,0.0,,,,,,,,0.1894,0.97428,0,0.95143,0
conversion,conversion_00894,P3,suburban,affiliate,android,standard,27.0,53.0,6380.91,3596.0,6.0,39.0,131.14,0.5777,15.45,0.0,,,,,,,,0.5203,0.73934,0,0.66182,1
conversion,conversion_00700,P3,suburban,social,ios,standard,47.0,65.0,1329.36,2027.45,15.0,34.0,110.26,0.1137,45.47,0.0,,,,,,,,0.4221,1.0,0,0.85482,1
conversion,conversion_00838,P2,island,email,android,new,55.0,11.0,6909.35,5077.36,15.0,28.0,194.22,0.0936,76.91,2.0,,,,,,,,0.1848,0.83037,1,0.56468,0
conversion,conversion_00380,P1,regional,search,ios,value,30.0,14.0,4719.32,7291.57,5.0,5.0,61.32,0.1181,52.47,0.0,,,,,,,,0.1289,0.63747,0,0.42679,1
